x, y
0.28161176848250713, 5.549162921520237e-10
0.28161176848250713, 6.22244155847454e-10
0.28161176848250713, 6.977417643352707e-10
0.28161176848250713, 7.953032490189045e-10
0.28401701743492785, 8.917983189352186e-10
0.28401701743492785, 1e-9
0.2852273809695656, 1.1398260535734988e-9
0.2864428561089453, 1.3424141867081623e-9
0.2864428561089453, 1.5301167549217655e-9
0.290120494912739, 1.77283304131054e-9
0.2938453985748428, 2.122366968038127e-9
0.29635513508516104, 2.5408186017276936e-9
0.2988863557649147, 2.8960876249780038e-9
0.30401384056748704, 3.247473311130774e-9
0.30922923874259134, 3.6414884870024907e-9
0.31453415879525093, 4.15066345127338e-9
0.3212934444590013, 4.809060551677097e-9
0.32959657718108987, 5.392549472083678e-9
0.33955519018356606, 5.948710057835883e-9
0.3483303146499055, 6.780490477632184e-9
0.35733215668417107, 7.479801025802777e-9
0.3681287878027118, 8.387328765757479e-9
0.3792516342963015, 9.560089881011654e-9
0.3923755363980907, 1.0374948561015653e-8
0.4008076200488476, 1.1633745898972174e-8
0.4129178428267891, 1.2625353608180786e-8
0.42539390155724266, 1.4157184803011366e-8
0.441990131460214, 1.587488262466151e-8
0.4553446653809575, 1.8094593520869094e-8
0.47310931145730334, 1.9318265092689386e-8
0.4894812129575734, 2.1662159188125243e-8
0.5042706686416016, 2.3508543339505664e-8
0.5239441804607994, 2.551230489749002e-8
0.542075041768171, 2.814351644392657e-8
0.5584536870317801, 3.104611736590643e-8
0.5827137379084262, 3.369234753015198e-8
0.6003200752064664, 3.656413034562384e-8
0.6184583771603684, 3.9680690896807307e-8
0.6398600688787106, 4.167672238535655e-8
0.6563958655689, 4.5229057082259104e-8
0.6762286824416059, 4.9084176669061056e-8
0.6996292829457138, 5.3267889155810366e-8
0.7238398859283726, 5.9730906940771e-8
0.7425459589779633, 6.589125398323466e-8
0.768241689341765, 7.388587049828671e-8
0.7880952307670713, 8.421698762831502e-8
0.8084618439412747, 9.443507393628802e-8
0.8223312486106836, 1.0763949047004597e-7
0.847177481661111, 1.247139113020728e-7
0.8617110646718904, 1.421520766335018e-7
0.8764939756448787, 1.7017895360408123e-7
0.8915304918758173, 2.0042588154661595e-7
0.9029767021896387, 2.399422427741055e-7
